tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err
322063810,253.01,PC,14.317859,-51.584652,9.26511,0.017195,1355.612876,0.004283,3.515816,0.001043,2.001291,0.327831
49687222,254.01,PC,351.705496,-11.725416,9.794,0.02,1360.073308,0.002667,20.186539,0.003807,1.866565,0.909295
204317710,255.01,PC,346.075057,-21.271946,13.684,0.018,1355.983448,0.001755,2.812077,0.000324,2.856534,0.146208
92226327,256.01,PC,11.247108,-15.271294,11.238,0.07,1389.285282,0.002133,24.73712,0.00025,1.958295,0.190383
92226327,256.02,PC,11.247108,-15.271294,11.238,0.07,1389.293276,0.002136,3.778378,0.000784,1.028338,0.2879
200723869,257.01,PC,47.516558,-50.832418,7.012,0.017,1385.77602,0.00105,18.37073,0.0008,6.319,0.267
350445771,258.01,PC,85.46744,-56.740516,10.998,0.019,1326.800815,0.001485,3.190394,0.000106,1.806342,0.080928
12862099,259.01,PC,3.903156,-11.938108,12.333,0.018,1386.578118,0.000681,2.423823,0.000137,2.248401,0.054273
37749396,260.01,PC,4.773193,-9.964846,8.42928,0.017033,1392.294408,0.00257,13.470018,0.003236,1.998396,0.343922
63898957,261.01,PC,15.217632,-24.423907,9.02,0.02,1387.285571,0.002961,3.361391,0.000985,3.154215,0.649077
63898957,261.02,PC,15.217632,-24.423907,9.02,0.02,1389.727185,0.003037,13.039359,0.004316,4.921832,0.531445
70513361,262.01,PC,32.533514,-31.06986,8.083,0.018,1389.839926,0.001816,11.146909,0.002487,1.357828,0.278714
120916706,263.01,PC,37.1081,-25.0974,15.851,0.062,1386.172349,0.00147,0.556737,7.30E-05,0.852671,0.16541
122612091,264.01,PC,41.040001,-30.169041,10.452,0.018,1385.61513,0.00065,2.21685,5.00E-05,3.635,0.046
159951311,265.01,PC,49.562227,-41.302145,11.664,0.018,1387.5705,0.0006,5.92479,0.00015,2.769,0.065
164767175,266.01,PC,26.209635,-18.400947,9.433,0.019,1393.078739,0.003507,10.767807,0.004925,3.397389,0.758994
164767175,266.02,PC,26.209635,-18.400947,9.433,0.019,1392.104974,0.004409,6.19132,0.003482,3.4164,1.161866
166836920,267.01,PC,39.897688,-50.008005,8.923,0.018,1387.960271,0.00042,5.75244,0.000221,5.385902,0.035574
219253008,268.01,PC,65.915985,-53.850952,9.6,0.05,1385.12523,0.00131,5.06671,0.00023,6.037,0.094
220479565,269.01,PC,75.846109,-54.177194,12.27,0.018,1385.54129,0.00202,3.69799,0.00028,0.848,0.114
259377017,270.01,PC,68.4154,-51.9562,10.416,0.04,1389.502678,0.000944,5.660209,0.000747,1.668381,0.187213
259377017,270.02,PC,68.4154,-51.9562,10.416,0.04,1389.678659,0.001216,11.379126,0.001761,2.141425,0.228887
259377017,270.03,PC,68.4154,-51.9562,10.416,0.04,1387.092173,0.002446,3.359857,0.000804,1.371541,0.521477
259511357,271.01,PC,70.775334,-50.219614,8.412,0.021,1384.70394,0.00237,2.47603,0.00019,1.014,0.388
268766053,272.01,PC,31.909198,-20.661837,11.692,0.019,1386.231709,0.00046,3.30968,0.000124,2.283755,0.035981
279740441,273.01,PC,51.504634,-64.548553,11.461,0.06,1386.095087,0.001413,0.741859,8.90E-05,1.502696,0.119604
281979481,274.01,PC,130.504849,-75.801512,10.443,0.018,1386.381414,0.002218,0.542248,0.000106,1.014235,0.140909
373844472,275.01,PC,81.516837,-67.233034,10.975,0.019,1326.061419,0.000213,0.919476,4.00E-06,1.463932,0.021281
382188882,276.01,PC,81.352974,-55.019917,10.615,0.018,1387.759868,0.001184,4.800523,0.000607,2.058526,0.087929
439456714,277.01,PC,19.0772,-20.9522,11.681,0.04,1389.02917,0.001801,3.994244,0.000716,2.035741,0.136515
244161191,278.01,O,4.8831,-5.9113,13.099,0.059,1386.106592,0.000835,0.298746,2.30E-05,1.046606,0.071629
122613513,279.01,PC,41.188507,-32.210889,10.475,0.018,1388.368911,0.003707,11.489788,0.005252,2.589312,0.354276
42054565,280.01,PC,24.16871,-36.41367,9.957,0.018,1393.67584,0.003073,10.175948,0.004156,1.804196,0.939437
38696105,281.01,PC,66.1363,-60.129968,10.482,0.018,1387.482051,0.004646,5.566734,0.00248,2.473858,0.759529
29781292,282.01,PC,65.238019,-68.102664,8.932,0.017,1337.21241,0.003585,56.00327,0.005172,9.045741,0.320251
29781292,282.02,PC,65.238019,-68.102664,8.932,0.017,1355.735635,0.003949,31.323499,0.005843,3.073476,1.194923
382626661,283.01,PC,118.569575,-65.441521,9.649,0.019,1333.47461,0.00409,17.61744,0.00143,3.566,0.377
277103955,284.01,PC,84.25437,-66.791439,9.225,0.018,1326.41347,0.0077,1.30926,0.00016,2.76,0.406
220459976,285.01,PC,74.697149,-56.394049,12.113,0.018,1361.663925,0.004797,32.332528,0.006676,3.459632,0.786024
150030205,286.01,PC,90.983643,-60.666326,9.076,0.018,1327.82102,0.003063,4.511412,0.000323,1.867482,0.334433
2758565,287.01,PC,356.283124,-17.449174,12.284,0.018,1356.03117,0.00123,3.78192,0.00043,2.041,0.113
47316976,288.01,PC,340.307725,-28.032712,8.948,0.017,1364.46064,0.00204,NaN,NaN,6.204,0.866
201292545,289.01,PC,2.900495,-56.599656,11.393,0.018,1326.64586,0.00307,NaN,NaN,6.463,0.651
201233610,290.01,PC,359.516537,-49.300804,12.899,0.018,1360.59149,0.00195,NaN,NaN,4.478,0.235
49710555,291.01,PC,352.164383,-10.859566,12.248,0.019,1359.62204,0.00326,12.07397,0.00381,3.626,0.293
180285396,292.01,PC,14.713941,-36.68835,13.193,0.018,1363.14401,0.00301,10.3698,0.00451,2.272,0.21
355637190,293.01,PC,358.154472,-54.468865,11.004,0.018,1326.22108,0.00072,0.80546,2.00E-05,1.189,0.183
188570092,294.01,PC,339.026294,-16.999954,11.386,0.033,1358.78126,0.0011,7.32829,0.00054,2.939,0.201
327952677,295.01,PC,359.091748,-13.271651,12.058,0.019,1356.40432,0.00113,3.39656,0.00028,2.094,0.301
382463648,296.01,PC,353.104835,-45.909528,13.042,0.018,1355.52978,0.00317,12.62733,0.00201,3.523,0.346
115242351,297.01,PC,6.176856,-36.114396,13.006,0.018,1358.77289,0.0076,5.67116,0.00336,1.783,0.722
206686292,298.01,PC,344.060677,-34.361099,12.708,0.018,1354.35602,0.0016,1.32901,0.00014,1.756,0.123
156075294,299.01,PC,10.594603,-48.29355,12.243,0.018,1354.69581,0.0036,5.72144,0.0012,4.069,0.758
166697854,300.01,PC,35.737327,-53.070244,10.481,0.02,1354.42965,0.00237,2.75753,0.00046,1.376,0.164
144301052,301.01,PC,354.297494,-42.010266,12.017,0.018,1356.92824,0.00631,3.74317,0.00187,2.781,0.369
229111835,302.01,PC,17.480755,-52.239441,12.829,0.019,1356.68237,0.00169,6.70145,0.00101,1.579,0.172
145750719,303.01,PC,341.364029,-14.991761,11.972,0.018,1357.55952,0.00192,3.56133,0.00058,3.763,0.245
262530873,304.01,PC,20.494044,-44.416756,12.466,0.018,1356.28606,0.00539,2.24172,0.00091,3.989,0.304
102030574,305.01,PC,15.844683,-44.705807,12.26,0.018,1364.10083,0.00074,9.94962,0.00096,4.23,0.32
114749636,306.01,PC,359.191553,-22.153163,11.708,0.018,1357.67041,0.00131,4.59971,0.0005,4.207,0.36
9100874,307.01,PC,350.578441,-22.67739,13.073,0.019,1357.84005,0.00352,6.16425,0.00199,2.432,0.244
281710229,308.01,PC,11.484669,-55.922574,11.645,0.018,1360.88042,0.00127,8.30985,0.00127,2.252,0.069
228507250,309.01,PC,358.039584,-15.80083,12.328,0.017,1360.01144,0.00171,6.15864,0.00127,2.146,0.318
175477257,310.01,PC,351.105838,-36.975983,12.357,0.018,1356.58788,0.00149,4.26938,0.00043,3.786,0.323
434105231,311.01,PC,354.33556,-13.455698,12.819,0.018,1354.99864,0.0005,0.79632,3.00E-05,1.175,0.051
180145006,312.01,PC,14.523299,-37.942514,12.208,0.018,1357.54535,0.00313,3.54148,0.00065,2.115,0.578
9102327,313.01,PC,350.779792,-19.419677,11.258,0.018,1354.54332,0.00351,3.2615,0.00086,2.233,0.211
316769613,314.01,PC,354.668235,-32.860621,11.098,0.018,1355.59503,0.00519,10.18242,0.00536,3.897,0.679
66356824,315.01,PC,12.076306,-32.119339,12.359,0.018,1355.60958,0.0027,1.77662,0.00036,1.297,0.21
8988289,316.01,PC,354.759305,-9.882061,12.996,0.019,1365.98759,9.00E-05,13.32379,0,2.561,0
402319411,317.01,PC,353.539987,-14.859942,12.888,0.018,1355.09217,0.00391,3.3262,0.00094,2.931,0.21
206352378,318.01,PC,355.015478,-53.039028,13.151,0.018,1327.33174,0.00117,3.74649,0.00014,2.118,0.27
389753172,319.01,PC,351.290954,-47.945505,12.63,0.018,1325.89923,0.00035,0.71356,1.00E-05,0.965,0.04
188593930,320.01,PC,345.522736,-16.359925,12.345,0.06,1354.27607,0.00343,1.46503,0.00029,1.145,0.252
175476629,321.01,PC,350.977728,-38.225709,12.794,0.018,1354.27156,0.00674,1.14057,0.00053,2.188,0.24
198077394,322.01,PC,63.825187,-56.253756,10.671,0.019,1355.68563,0.00157,3.99076,0.0005,3.752,0.622
251852984,323.01,PC,8.202822,-32.059327,13.272,0.018,1355.57459,0.00404,2.77422,0.0008,1.71,0.32
156002449,324.01,PC,8.481881,-50.729261,13.344,0.019,1357.7274,0.00166,5.2852,0.00063,4.869,0.145
66413476,325.01,PC,13.876994,-33.512212,11.884,0.018,1357.72126,0.00274,4.36924,0.0008,1.679,0.224
144336525,326.01,PC,356.114886,-46.866585,11.699,0.018,1354.25954,0.00091,0.24733,1.00E-05,0.499,0.063
206669860,327.01,PC,343.633006,-34.502741,13.402,0.018,1362.96027,0.00415,10.06378,0.00509,2.045,0.602
139357541,328.01,PC,349.487672,-43.92556,12.724,0.018,1355.80666,0.00294,4.47894,0.00109,1.311,0.229
169765334,329.01,PC,351.32088,-15.634658,10.653,0.018,1354.94883,0.01313,5.7018,0.00449,4.452,0.881
27966179,330.01,PC,358.751494,-22.538712,12.721,0.02,1355.6917,0.00101,4.27958,0.00034,2.499,0.276
262531275,331.01,PC,20.41931,-42.481733,12.963,0.019,1356.00813,0.00468,2.48421,0.00074,1.554,0.601
139285832,332.01,PC,348.058743,-44.876365,11.458,0.018,1325.80984,0.00201,0.77707,5.00E-05,1.408,0.218
224245334,333.01,PC,353.357466,-41.171509,11.474,0.019,1355.55844,0.00559,3.79069,0.00166,2.661,0.472
233964642,334.01,PC,36.498808,-63.64756,9.542,0.019,1325.44586,0.00138,17.91563,0.00097,1.974,0.059
41865539,335.01,PC,21.322323,-39.947812,12.287,0.018,1354.86627,0.00394,1.26092,0.0004,2.718,0.72
55452495,336.01,PC,70.670414,-64.885194,9.951,0.018,1328.46551,0.00026,8.85709,7.00E-05,0.403,0.053
155986102,337.01,PC,7.329948,-50.140124,11.944,0.018,1360.61731,0.00148,6.87168,0.00112,3.16,0.165
116156517,338.01,PC,7.709303,-40.573434,11.277,0.018,1357.37358,0.00139,5.36732,0.00057,4.569,0.544
69838258,339.01,PC,337.921602,-21.945681,12.041,0.018,1354.57336,0.00139,6.73069,0.00072,3.503,0.193
80439101,340.01,PC,11.747296,-44.369938,12.573,0.018,1361.05759,0.00237,7.42229,0.00093,6.432,0.37
33911302,341.01,PC,355.844948,-23.997888,13.249,0.019,1355.75117,0.00169,1.81383,0.00024,1.113,0.123
415969574,342.01,PC,342.170291,-18.520457,12.79,0.019,1362.57199,0.00281,10.45776,0.00388,3.148,0.289
66497310,343.01,PC,356.045314,-18.889502,12.357,0.033,1355.52155,0.00266,1.75649,0.00036,1.377,0.175
13023378,344.01,PC,347.053599,-28.007883,11.869,0.018,1358.25733,0.00177,6.06764,0.001,2.895,0.131
308208458,345.01,PC,5.696952,-34.39209,13.469,0.019,1362.15706,0.00301,11.22917,0.00294,2.893,0.302
118327533,346.01,PC,10.3445,-37.343003,12.688,0.019,1354.79225,0.00155,8.28154,0.00099,2.317,0.157
224271611,347.01,PC,354.489847,-36.571572,11.164,0.018,1355.18601,0.00428,4.0394,0.00109,0.749,0.196
70785910,348.01,PC,1.583606,-30.336272,12.169,0.018,1354.36474,0.00131,0.49486,4.00E-05,1.008,0.249
382474101,349.01,PC,12.274293,-52.046527,10.179,0.04,1354.56049,0.00043,2.65221,7.00E-05,3.791,0.221
199731190,350.01,PC,21.292013,-47.262926,12.306,0.018,1355.90325,0.00168,2.51276,0.00031,1.417,0.135
228381868,351.01,PC,357.580534,-17.077572,12.026,0.018,1356.67382,0.00242,3.46583,0.0006,3.878,0.143
47423120,352.01,PC,342.067496,-24.838607,10.948,0.018,1356.83006,0.0002,11.6235,0.00022,2.783,0.142
100099031,353.01,PC,24.272345,-46.945312,13.369,0.018,1355.02081,0.00302,1.29866,0.00028,2.017,0.459
100097716,354.01,PC,24.047739,-42.303771,11.321,0.027,1354.37712,0.0012,2.99995,0.00019,1.458,0.278
183593642,355.01,PC,17.888013,-36.709111,10.934,0.019,1355.08121,0.00204,1.03742,0.00014,0.783,0.295
369336146,356.01,PC,6.06998,-37.222073,12.977,0.018,1358.03764,0.00596,5.77014,0.00468,3.781,0.594
220016044,357.01,PC,32.321768,-48.484745,10.394,0.019,1354.34394,0.00449,0.93985,0.00032,0.923,0.415
321982642,358.01,PC,3.060934,-47.355409,12.827,0.018,1356.32633,0.00147,9.105,0.0012,1.806,0.196
80432617,359.01,PC,11.67308,-42.361801,12.239,0.031,1360.67423,0.01071,5.48403,0.00596,6.461,2.104
13023738,360.01,PC,347.084817,-29.590306,12.184,0.018,1354.97828,0.00649,8.05577,0.00291,2.835,0.4
144276942,361.01,PC,353.904034,-44.808807,11.853,0.018,1354.57959,0.0025,1.53533,0.00025,0.499,0.178
305048116,362.01,PC,353.238144,-28.319746,12.506,0.018,1357.85959,0.0039,7.11679,0.00192,1.979,0.298
262530780,363.01,PC,20.547259,-44.861946,12.871,0.018,1361.87743,0.00184,8.22393,0.00156,2.266,0.35
47425697,364.01,PC,342.256131,-24.959275,10.431,0.018,1354.46949,0.00517,0.49393,0.00018,0.89,0.395
118586896,365.01,PC,10.922291,-38.043195,13.209,0.018,1365.97342,0.00173,12.10588,0.00208,3.393,0.157
251878904,366.01,PC,9.691992,-34.214912,13.475,0.018,1354.48285,0.00494,1.70429,0.00049,1.933,0.588
9033144,367.01,PC,349.606182,-19.823931,9.713,0.018,1354.29153,0.00156,4.71452,0.00057,3.317,0.138
77031413,368.01,PC,354.170142,-34.611816,11.442,0.018,1355.1953,0.0003,1.38665,3.00E-05,2.289,0.042
175482273,369.01,PC,351.229222,-38.160736,9.054,0.019,1354.34549,0.00064,5.46349,0.00032,2.973,0.259
251855940,370.01,PC,8.659667,-32.166524,13.465,0.018,1354.28979,0.00112,4.04655,0.00038,2.993,0.292
156016136,371.01,PC,8.923843,-50.316982,12.609,0.018,1357.43733,0.00297,3.4805,0.00073,2.24,0.183
441075486,372.01,PC,359.759017,-15.612006,11.954,0.018,1354.76663,0.00045,1.12026,3.00E-05,2.118,0.034
9032368,373.01,PC,355.901887,-11.269515,13.21,0.018,1355.67942,0.00364,1.632,0.00042,1.466,0.341
183675732,374.01,PC,358.227493,-41.700497,12.93,0.018,1356.62212,0.00294,5.4823,0.0015,3.914,0.225
280097543,375.01,PC,47.150091,-77.383278,10.387,0.019,1329.29739,0.01149,9.44859,0.00358,10.058,1.046
144301273,376.01,PC,354.445491,-42.966404,12.386,0.018,1355.44295,0.00138,2.75161,0.00024,1.697,0.278
139285736,377.01,PC,348.039807,-45.017154,11.896,0.018,1326.05107,0.0011,1.55028,5.00E-05,1.571,0.085
20892672,378.01,PC,1.39897,-19.489429,12.378,0.127,1356.50088,0.00214,3.10926,0.00045,2.506,0.221
220396259,379.01,PC,68.891565,-56.138684,9.894,0.019,1354.7083,0.0025,0.91693,0.00013,1.463,0.183
100014359,380.01,PC,23.280468,-47.882043,13.405,0.019,1354.38198,0.00069,0.50459,2.00E-05,1.339,0.12
207084429,381.01,PC,22.756615,-51.215438,7.186,0.019,1356.07033,0.00392,4.89388,0.00156,2.789,0.348
229091748,382.01,PC,3.79769,-46.272415,12.66,0.018,1354.59152,0.00135,0.4568,4.00E-05,0.548,0.067
167418898,383.01,PC,99.609505,-67.656173,10.179,0.018,1335.77232,0.00124,10.98042,0.00025,1.729,0.307
155995204,384.01,PC,7.658508,-52.049388,13.481,0.019,1357.58381,0.00235,9.30734,0.00218,4.683,0.274
300810086,385.01,PC,116.814028,-69.0307,8.983,0.017,1326.06183,0.00173,0.66797,4.00E-05,0.769,0.241
238059180,386.01,PC,104.138389,-53.545486,9.97,0.018,1356.21389,0.00392,5.112,0.00132,1.27,0.455
92359850,387.01,PC,52.225563,-19.97976,9.608,0.018,1411.50406,0.00121,4.15493,0.00034,2.806,0.148
422655579,388.01,PC,29.263334,0.758835,10.141,0.018,1413.14271,0.00101,2.90326,0.00022,4.996,0.057
271900960,389.01,PC,112.941801,-75.527428,8.252,0.017,1330.37074,0.00386,13.45913,0.00113,3.428,0.388
250386181,390.01,PC,30.114395,-4.985569,9.88,0.019,1412.37337,0.001,1.47043,0.0001,1.176,0.109
382391899,391.01,PC,43.688073,-10.89808,11.008,0.018,1411.0936,0.00027,1.95512,3.00E-05,1.595,0.091
328350926,392.01,PC,46.931654,0.861311,8.253,0.018,1411.599,0.00022,0.84907,1.00E-05,1.358,0.03
29960109,393.01,PC,42.2493,-14.5379,10.72,0.219,1411.66942,0.00298,2.49221,0.00061,1.605,0.221
9858404,394.01,PC,48.499528,-8.573568,7.956,0.019,1411.26947,0.00101,0.39149,2.00E-05,0.746,0.167
38541473,395.01,PC,56.304548,-10.973384,10.781,0.036,1415.51522,0.00173,6.06054,0.00116,2.59,0.239
178155732,396.01,PC,42.984364,-30.814529,5.91,0.019,1384.08418,0.00331,3.5873,0.00046,2.457,0.291
219379012,397.01,PC,76.833821,-48.115925,10.209,0.019,1412.48913,0.00312,1.54683,0.00029,1.156,0.232
1129033,398.01,PC,37.155148,-7.060682,9.502,0.017,1412.34503,0.00011,1.36003,1.00E-05,2.074,0.024
219388773,399.01,PC,77.047581,-50.858766,10.626,0.019,1412.39194,0.00698,1.57111,0.0006,1.134,0.261
35857242,400.01,PC,41.63909,-0.463937,11.263,0.018,1413.31319,0.00094,3.6349,0.00021,3.853,0.113
259701242,401.01,PC,74.466266,-53.817906,8.206,0.018,1384.17554,0.00571,2.4861,0.0005,2.304,0.294
120896927,402.01,PC,36.868245,-27.635184,8.265,0.017,1387.67761,0.00429,4.75649,0.00063,2.29,0.384
257567854,403.01,PC,52.818043,-23.819696,11.164,0.018,1411.90242,0.0007,3.53272,0.00017,3.381,0.066
166833457,404.01,PC,58.428804,-34.328198,12.315,0.019,1413.16667,0.00058,2.96273,0.00012,1.682,0.081
176984236,405.01,PC,101.909386,-66.328353,10.539,0.018,1326.54565,0.00069,1.75617,2.00E-05,1.784,0.239
153065527,406.01,PC,49.2624,-42.2424,11.222,0.04,1388.56658,0.00433,13.17363,0.00243,2.199,0.638
349518800,407.01,PC,111.211769,-62.092491,12.705,0.018,1326.66101,0.00166,2.16555,6.00E-05,3.471,0.147
176778112,408.01,PC,47.827948,-35.628053,9.572,0.019,1411.5384,0.00144,1.33919,0.00014,1.128,0.325
167754523,409.01,PC,104.18169,-60.68697,9.083,0.017,1326.31473,0.00703,1.69992,0.00019,1.788,0.331
206466531,410.01,PC,56.815204,-52.98515,9.992,0.018,1384.6552,0.00246,1.42748,0.00011,1.839,0.144
100990000,411.01,PC,54.819851,-42.762575,7.74,0.019,1386.18895,0.00691,9.57219,0.00255,3.304,0.765
7624182,412.01,PC,64.311397,-38.844151,8.768,0.019,1411.822,0.00129,1.10801,0.00011,1.368,0.142
170634116,413.01,PC,66.370903,-30.600444,9.675,0.018,1412.89287,0.00026,3.66242,7.00E-05,3.614,0.063
325680697,414.01,PC,36.853348,-12.038913,9.125,0.02,1411.51868,0.00038,1.82487,4.00E-05,1.83,0.05
152476657,415.01,PC,62.616051,-45.898221,10.551,0.018,1411.72779,0.00117,3.61194,0.00031,3.157,0.109
49899799,416.01,PC,48.854273,-2.175283,8.259,0.018,1413.19546,0.00033,7.01152,0.00016,4.588,0.062
339733013,417.01,PC,110.852026,-58.696747,10.038,0.018,1328.3763,0.00436,5.62145,0.00035,2.192,0.324
178284730,418.01,PC,60.385614,-20.451086,10.261,0.019,1412.69841,0.00033,2.23595,4.00E-05,1.32,0.118
279251651,419.01,PC,104.1553,-59.1833,10.521,0.04,1354.46663,0.00143,0.40387,1.00E-05,1.022,0.096
